Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,TenureGroup,WarehouseDistanceCat,RecencyStatus,Tenure_Days,Churn_Score,Churn_Risk_Level,Tenure_Bucket
31.0,14.0,4,Others,5,Married,7,0,11.0,320.66,0,24+ Months (Loyal),Moderate,Active,930.0,0.02,Low Risk (<30%),12+ Months (Loyal)
19.0,9.0,5,Grocery,2,Divorced,11,0,9.0,292.92,0,6-24 Months (Regular),Near,Active,570.0,0.01,Low Risk (<30%),12+ Months (Loyal)
4.0,9.0,5,Laptop & Accessory,1,Single,7,1,1.0,193.77,0,0-6 Months (New),Near,Active,120.0,0.12,Low Risk (<30%),4-6 Months (Mid-High)
6.0,31.0,4,Laptop & Accessory,4,Single,2,0,2.0,143.2,0,0-6 Months (New),Far,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
27.0,13.0,4,Laptop & Accessory,3,Married,4,1,6.0,148.06,0,24+ Months (Loyal),Moderate,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
4.0,13.0,5,Laptop & Accessory,2,Divorced,2,0,8.0,171.27,0,0-6 Months (New),Moderate,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
12.0,19.0,5,Laptop & Accessory,5,Married,4,0,3.0,187.88,0,6-24 Months (Regular),Moderate,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
20.0,20.0,3,Laptop & Accessory,5,Single,3,0,7.0,149.6,0,6-24 Months (Regular),Moderate,Active,600.0,0.07,Low Risk (<30%),12+ Months (Loyal)
13.0,10.0,4,Fashion,1,Married,8,0,11.0,208.55,0,6-24 Months (Regular),Near,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
3.0,9.0,5,Laptop & Accessory,4,Married,4,0,1.0,191.44,0,0-6 Months (New),Near,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
17.0,11.0,3,Others,4,Divorced,8,0,10.0,282.13,0,6-24 Months (Regular),Moderate,Active,510.0,0.0,Low Risk (<30%),12+ Months (Loyal)
13.0,6.0,3,Laptop & Accessory,1,Married,5,0,3.0,165.13,0,6-24 Months (Regular),Near,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
1.0,9.0,4,Mobile Phone,5,Divorced,8,1,3.0,145.42,1,0-6 Months (New),Near,Active,30.0,0.99,High Risk (>70%),0-3 Months (High Risk)
20.0,7.0,3,Mobile Phone,1,Married,8,0,2.0,134.2,0,6-24 Months (Regular),Near,Active,600.0,0.03,Low Risk (<30%),12+ Months (Loyal)
4.0,26.0,3,Laptop & Accessory,3,Married,2,0,0.0,169.32,0,0-6 Months (New),Far,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
13.0,15.0,3,Laptop & Accessory,5,Married,1,0,1.0,154.73,0,6-24 Months (Regular),Moderate,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
14.0,8.0,4,Laptop & Accessory,1,Married,6,0,4.0,190.13,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
11.0,10.0,4,Fashion,3,Divorced,3,0,3.0,219.34,0,6-24 Months (Regular),Near,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
18.0,32.0,4,Laptop & Accessory,5,Married,2,0,5.0,143.85,0,6-24 Months (Regular),Far,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
24.0,27.0,3,Laptop & Accessory,1,Single,1,1,0.0,154.41,0,6-24 Months (Regular),Far,Active,720.0,0.04,Low Risk (<30%),12+ Months (Loyal)
1.0,22.0,2,Laptop & Accessory,5,Single,1,0,7.0,156.61,0,0-6 Months (New),Far,Active,30.0,0.02,Low Risk (<30%),0-3 Months (High Risk)
29.0,14.0,3,Mobile Phone,5,Married,5,1,2.0,142.57,0,24+ Months (Loyal),Moderate,Active,870.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,15.0,3,Mobile Phone,5,Single,4,0,0.0,120.18,1,6-24 Months (Regular),Moderate,Active,270.0,0.67,Medium Risk (30-70%),7-12 Months (Moderate)
10.0,9.0,3,Laptop & Accessory,4,Single,4,0,1.0,141.07,0,6-24 Months (Regular),Near,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
28.0,10.0,4,Laptop & Accessory,5,Divorced,4,0,6.0,184.4,0,24+ Months (Loyal),Near,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
12.0,13.0,5,Laptop & Accessory,3,Married,4,0,8.0,178.21,0,6-24 Months (Regular),Moderate,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,28.0,5,Mobile Phone,4,Single,3,1,1.0,146.21,1,0-6 Months (New),Far,Active,30.0,0.98,High Risk (>70%),0-3 Months (High Risk)
10.0,14.0,2,Laptop & Accessory,5,Married,4,0,14.0,171.39,0,6-24 Months (Regular),Moderate,Active,300.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
1.0,20.0,4,Laptop & Accessory,5,Married,4,0,3.0,167.33,1,0-6 Months (New),Moderate,Active,30.0,0.77,High Risk (>70%),0-3 Months (High Risk)
19.0,14.0,4,Fashion,5,Married,4,0,3.0,222.24,0,6-24 Months (Regular),Moderate,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,15.0,4,Fashion,4,Single,2,0,7.0,186.21,0,6-24 Months (Regular),Moderate,Active,210.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
4.0,26.0,3,Laptop & Accessory,3,Divorced,2,0,0.0,169.32,0,0-6 Months (New),Far,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
1.0,27.0,4,Laptop & Accessory,3,Single,3,0,3.0,224.81,0,0-6 Months (New),Far,Active,30.0,0.32,Medium Risk (30-70%),0-3 Months (High Risk)
8.0,7.0,5,Laptop & Accessory,5,Single,2,0,10.0,178.43,0,6-24 Months (Regular),Near,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
3.0,30.0,2,Mobile Phone,3,Divorced,3,0,8.0,152.0,0,0-6 Months (New),Far,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
11.0,23.0,5,Laptop & Accessory,3,Married,6,0,1.0,188.34,0,6-24 Months (Regular),Far,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
13.0,22.0,3,Fashion,1,Single,7,1,3.0,179.45,0,6-24 Months (Regular),Far,Active,390.0,0.22,Low Risk (<30%),12+ Months (Loyal)
3.0,17.0,4,Mobile Phone,3,Single,3,0,1.0,151.42,0,0-6 Months (New),Moderate,Active,90.0,0.07,Low Risk (<30%),0-3 Months (High Risk)
31.0,16.0,5,Mobile Phone,4,Divorced,6,1,1.0,158.46,0,24+ Months (Loyal),Moderate,Active,930.0,0.05,Low Risk (<30%),12+ Months (Loyal)
10.0,15.0,3,Fashion,4,Married,2,0,7.0,188.34,0,6-24 Months (Regular),Moderate,Active,300.0,0.17,Low Risk (<30%),7-12 Months (Moderate)
1.0,30.0,4,Fashion,5,Married,11,1,3.0,224.5,1,0-6 Months (New),Far,Active,30.0,0.97,High Risk (>70%),0-3 Months (High Risk)
1.0,16.0,4,Mobile Phone,5,Single,4,1,1.0,156.72,1,0-6 Months (New),Moderate,Active,30.0,0.94,High Risk (>70%),0-3 Months (High Risk)
9.0,15.0,4,Laptop & Accessory,4,Married,3,1,2.0,188.47,0,6-24 Months (Regular),Moderate,Active,270.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
11.0,11.0,4,Mobile Phone,2,Married,6,0,9.0,25.0,0,6-24 Months (Regular),Moderate,Active,330.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
28.0,10.0,4,Grocery,1,Married,5,0,10.0,302.79,0,24+ Months (Loyal),Near,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
11.0,6.0,1,Mobile Phone,3,Married,2,0,0.0,128.44,0,6-24 Months (Regular),Near,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
10.0,10.0,2,Laptop & Accessory,5,Married,8,0,5.0,193.42,0,6-24 Months (Regular),Near,Active,300.0,0.03,Low Risk (<30%),7-12 Months (Moderate)
26.0,13.0,2,Grocery,3,Divorced,4,0,3.0,248.14,0,24+ Months (Loyal),Moderate,Active,780.0,0.0,Low Risk (<30%),12+ Months (Loyal)
23.0,6.0,3,Others,4,Married,4,1,7.0,281.72,0,6-24 Months (Regular),Near,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
22.0,6.0,4,Grocery,3,Single,8,1,7.0,239.64,0,6-24 Months (Regular),Near,Active,660.0,0.02,Low Risk (<30%),12+ Months (Loyal)
10.0,11.0,4,Laptop & Accessory,4,Married,9,0,3.0,176.31,0,6-24 Months (Regular),Moderate,Active,300.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
1.0,21.0,5,Mobile Phone,4,Married,3,1,3.0,162.43,1,0-6 Months (New),Far,Active,30.0,0.94,High Risk (>70%),0-3 Months (High Risk)
10.0,8.0,3,Laptop & Accessory,3,Divorced,5,1,0.0,196.02,0,6-24 Months (Regular),Near,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
4.0,13.0,4,Fashion,3,Divorced,2,0,9.0,189.43,0,0-6 Months (New),Moderate,Active,120.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
8.0,6.0,3,Laptop & Accessory,3,Single,2,0,3.0,148.59,0,6-24 Months (Regular),Near,Active,240.0,0.09,Low Risk (<30%),7-12 Months (Moderate)
12.0,8.0,5,Mobile Phone,5,Single,6,0,1.0,153.58,0,6-24 Months (Regular),Near,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
1.0,9.0,4,Mobile Phone,5,Married,9,0,8.0,152.07,1,0-6 Months (New),Near,Active,30.0,0.91,High Risk (>70%),0-3 Months (High Risk)
7.0,21.0,4,Mobile Phone,4,Married,3,0,7.0,152.56,0,6-24 Months (Regular),Far,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
19.0,36.0,4,Fashion,1,Married,6,1,3.0,218.8,0,6-24 Months (Regular),Far,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
1.0,9.0,4,Mobile Phone,1,Married,2,0,2.0,150.23,0,0-6 Months (New),Near,Active,30.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
10.0,25.0,4,Laptop & Accessory,2,Single,4,0,10.0,202.79,0,6-24 Months (Regular),Far,Active,300.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
12.0,9.0,2,Laptop & Accessory,4,Divorced,10,0,6.0,163.89,0,6-24 Months (Regular),Near,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
9.0,7.0,4,Laptop & Accessory,3,Single,3,0,4.0,173.59,0,6-24 Months (Regular),Near,Active,270.0,0.05,Low Risk (<30%),7-12 Months (Moderate)
8.0,15.0,2,Laptop & Accessory,3,Married,3,0,9.0,192.99,0,6-24 Months (Regular),Moderate,Active,240.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
12.0,8.0,4,Laptop & Accessory,1,Married,9,0,10.0,172.35,0,6-24 Months (Regular),Near,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,15.0,6,Mobile Phone,3,Divorced,3,0,3.0,171.21,0,0-6 Months (New),Moderate,Active,30.0,0.08,Low Risk (<30%),0-3 Months (High Risk)
28.0,12.0,4,Others,5,Married,6,0,3.0,319.06,0,24+ Months (Loyal),Moderate,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
2.0,7.0,6,Laptop & Accessory,2,Divorced,2,0,6.0,191.74,0,0-6 Months (New),Near,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
3.0,6.0,3,Mobile Phone,4,Married,2,0,7.0,137.48,0,0-6 Months (New),Near,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
4.0,17.0,5,Laptop & Accessory,3,Divorced,3,0,5.0,190.78,0,0-6 Months (New),Moderate,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
0.0,14.0,4,Mobile Phone,1,Single,2,1,1.0,123.889999999999,1,0-6 Months (New),Moderate,Active,0.0,0.97,High Risk (>70%),0-3 Months (High Risk)
14.0,17.0,5,Fashion,4,Married,4,0,3.0,222.05,0,6-24 Months (Regular),Moderate,Active,420.0,0.08,Low Risk (<30%),12+ Months (Loyal)
17.0,13.0,4,Fashion,1,Married,4,0,17.0,202.48,0,6-24 Months (Regular),Moderate,Active,510.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,6.0,4,Fashion,3,Divorced,2,1,6.0,170.83,0,6-24 Months (Regular),Near,Active,210.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
8.0,8.0,3,Laptop & Accessory,4,Single,6,0,2.0,144.25,0,6-24 Months (Regular),Near,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
16.0,9.0,4,Grocery,5,Divorced,2,0,8.0,301.65,0,6-24 Months (Regular),Near,Active,480.0,0.02,Low Risk (<30%),12+ Months (Loyal)
20.0,8.0,2,Grocery,5,Single,3,0,13.0,300.67,0,6-24 Months (Regular),Near,Active,600.0,0.0,Low Risk (<30%),12+ Months (Loyal)
10.0,14.0,3,Mobile Phone,2,Divorced,2,1,2.0,123.259999999999,0,6-24 Months (Regular),Moderate,Active,300.0,0.16,Low Risk (<30%),7-12 Months (Moderate)
29.0,33.0,2,Others,4,Married,6,1,5.0,321.36,0,24+ Months (Loyal),Far,Active,870.0,0.04,Low Risk (<30%),12+ Months (Loyal)
27.0,17.0,3,Grocery,1,Married,4,0,12.0,260.32,0,24+ Months (Loyal),Moderate,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
3.0,9.0,5,Mobile Phone,5,Single,4,1,1.0,161.46,1,0-6 Months (New),Near,Active,90.0,0.89,High Risk (>70%),0-3 Months (High Risk)
0.0,10.0,1,Laptop & Accessory,4,Married,2,1,3.0,161.42,0,0-6 Months (New),Near,Active,0.0,0.26,Low Risk (<30%),0-3 Months (High Risk)
0.0,14.0,3,Mobile Phone,5,Married,2,0,2.0,125.0,0,0-6 Months (New),Moderate,Active,0.0,0.055,Low Risk (<30%),0-3 Months (High Risk)
10.0,17.0,3,Fashion,2,Married,2,1,3.0,221.85,0,6-24 Months (Regular),Moderate,Active,300.0,0.25,Low Risk (<30%),7-12 Months (Moderate)
3.0,14.0,3,Fashion,3,Married,6,0,7.0,172.64,0,0-6 Months (New),Moderate,Active,90.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
4.0,29.0,5,Laptop & Accessory,3,Divorced,4,1,1.0,188.8,1,0-6 Months (New),Far,Active,120.0,0.86,High Risk (>70%),4-6 Months (Mid-High)
11.0,8.0,5,Laptop & Accessory,1,Married,3,1,3.0,154.05,0,6-24 Months (Regular),Near,Active,330.0,0.06,Low Risk (<30%),7-12 Months (Moderate)
5.0,33.0,4,Mobile Phone,3,Married,3,0,4.0,154.11,0,0-6 Months (New),Far,Active,150.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
14.0,9.0,5,Laptop & Accessory,3,Married,8,0,1.0,159.48,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
3.0,17.0,4,Mobile Phone,4,Married,2,0,2.0,157.91,0,0-6 Months (New),Moderate,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
9.0,12.0,3,Mobile Phone,3,Married,9,0,2.0,122.669999999999,0,6-24 Months (Regular),Moderate,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,9.0,6,Mobile Phone,1,Married,7,1,3.0,159.64,1,0-6 Months (New),Near,Active,30.0,0.98,High Risk (>70%),0-3 Months (High Risk)
31.0,10.0,5,Laptop & Accessory,2,Single,7,0,6.0,176.71,0,24+ Months (Loyal),Near,Active,930.0,0.01,Low Risk (<30%),12+ Months (Loyal)
15.0,11.0,4,Mobile Phone,3,Divorced,11,1,8.0,149.61,1,6-24 Months (Regular),Moderate,Active,450.0,0.9,High Risk (>70%),12+ Months (Loyal)
1.0,16.0,5,Laptop & Accessory,5,Single,9,0,4.0,159.07,1,0-6 Months (New),Moderate,Active,30.0,0.94,High Risk (>70%),0-3 Months (High Risk)
14.0,12.0,3,Fashion,3,Single,2,0,7.0,192.41,0,6-24 Months (Regular),Moderate,Active,420.0,0.05,Low Risk (<30%),12+ Months (Loyal)
10.0,17.0,4,Fashion,5,Married,9,1,8.0,208.21,0,6-24 Months (Regular),Moderate,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,22.0,4,Mobile Phone,3,Divorced,3,0,3.0,151.1,1,0-6 Months (New),Far,Active,30.0,0.5080357142857143,Medium Risk (30-70%),0-3 Months (High Risk)
9.0,11.0,3,Mobile Phone,3,Divorced,5,0,0.0,120.93,0,6-24 Months (Regular),Moderate,Active,270.0,0.27,Low Risk (<30%),7-12 Months (Moderate)
13.0,7.0,4,Others,3,Married,3,1,7.0,316.97,0,6-24 Months (Regular),Near,Active,390.0,0.07,Low Risk (<30%),12+ Months (Loyal)
13.0,8.0,3,Others,3,Married,1,0,9.0,294.36,0,6-24 Months (Regular),Near,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
23.0,35.0,4,Grocery,3,Married,1,0,7.0,270.46,0,6-24 Months (Regular),Far,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,9.0,3,Mobile Phone,4,Single,2,0,0.0,114.83,0,6-24 Months (Regular),Near,Active,270.0,0.13,Low Risk (<30%),7-12 Months (Moderate)
21.0,9.0,4,Mobile Phone,3,Single,6,0,1.0,149.79,1,6-24 Months (Regular),Near,Active,630.0,0.64,Medium Risk (30-70%),12+ Months (Loyal)
5.0,8.0,1,Laptop & Accessory,1,Single,8,0,7.0,150.55,0,0-6 Months (New),Near,Active,150.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
30.0,35.0,4,Grocery,2,Married,4,0,0.0,241.18,0,24+ Months (Loyal),Far,Active,900.0,0.0,Low Risk (<30%),12+ Months (Loyal)
1.0,10.0,4,Mobile Phone,3,Single,3,0,1.0,139.2,1,0-6 Months (New),Near,Active,30.0,0.81,High Risk (>70%),0-3 Months (High Risk)
15.0,11.0,3,Others,3,Divorced,7,0,0.0,283.03,0,6-24 Months (Regular),Moderate,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
20.0,7.0,4,Fashion,5,Married,9,0,3.0,218.96,0,6-24 Months (Regular),Near,Active,600.0,0.0,Low Risk (<30%),12+ Months (Loyal)
13.0,9.0,4,Fashion,3,Single,2,0,9.0,234.38,0,6-24 Months (Regular),Near,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
27.0,28.0,3,Grocery,3,Married,4,0,7.0,274.26,0,24+ Months (Loyal),Far,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,14.0,3,Laptop & Accessory,1,Married,5,0,7.0,150.79,0,6-24 Months (Regular),Moderate,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
11.0,7.0,4,Laptop & Accessory,4,Divorced,8,0,4.0,189.47,0,6-24 Months (Regular),Near,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,14.0,4,Laptop & Accessory,3,Married,3,0,2.0,173.83,1,0-6 Months (New),Moderate,Active,30.0,0.67,Medium Risk (30-70%),0-3 Months (High Risk)
1.0,32.0,6,Mobile Phone,3,Single,3,0,2.0,147.93,1,0-6 Months (New),Far,Active,30.0,0.73,High Risk (>70%),0-3 Months (High Risk)
3.0,7.0,3,Mobile Phone,4,Married,1,1,7.0,135.79,0,0-6 Months (New),Near,Active,90.0,0.02,Low Risk (<30%),0-3 Months (High Risk)
26.0,6.0,4,Grocery,3,Married,5,1,3.0,229.649999999999,0,24+ Months (Loyal),Near,Active,780.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,14.0,3,Mobile Phone,3,Single,2,0,0.0,119.039999999999,1,6-24 Months (Regular),Moderate,Active,270.0,0.84,High Risk (>70%),7-12 Months (Moderate)
2.0,8.0,3,Mobile Phone,4,Married,1,0,2.0,131.8,0,0-6 Months (New),Near,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
6.0,8.0,3,Laptop & Accessory,4,Single,9,0,7.0,151.47,0,0-6 Months (New),Near,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
22.0,36.0,4,Fashion,3,Married,5,0,1.0,250.04,0,6-24 Months (Regular),Far,Active,660.0,0.0,Low Risk (<30%),12+ Months (Loyal)
27.0,7.0,4,Laptop & Accessory,5,Single,9,0,11.0,208.81,0,24+ Months (Loyal),Near,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
23.0,7.0,5,Grocery,3,Single,9,1,8.0,264.64,0,6-24 Months (Regular),Near,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
23.0,14.0,3,Mobile Phone,4,Divorced,8,0,2.0,138.75,0,6-24 Months (Regular),Moderate,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
4.0,11.0,5,Laptop & Accessory,4,Married,3,1,8.0,177.09,0,0-6 Months (New),Moderate,Active,120.0,0.02,Low Risk (<30%),4-6 Months (Mid-High)
9.0,14.0,5,Mobile Phone,5,Divorced,2,1,7.0,121.19,1,6-24 Months (Regular),Moderate,Active,270.0,0.94,High Risk (>70%),7-12 Months (Moderate)
1.0,8.0,4,Mobile Phone,3,Single,2,0,3.0,158.75,0,0-6 Months (New),Near,Active,30.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
1.0,12.0,5,Fashion,1,Married,3,1,9.0,253.079999999999,0,0-6 Months (New),Moderate,Active,30.0,0.12,Low Risk (<30%),0-3 Months (High Risk)
19.0,9.0,6,Laptop & Accessory,3,Single,2,0,2.0,191.32,0,6-24 Months (Regular),Near,Active,570.0,0.01,Low Risk (<30%),12+ Months (Loyal)
14.0,16.0,4,Laptop & Accessory,3,Married,5,0,8.0,164.75,0,6-24 Months (Regular),Moderate,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,16.0,4,Mobile Phone,5,Single,2,0,0.0,114.16,1,6-24 Months (Regular),Moderate,Active,270.0,0.72,High Risk (>70%),7-12 Months (Moderate)
3.0,8.0,4,Mobile Phone,1,Married,3,0,3.0,162.6,0,0-6 Months (New),Near,Active,90.0,0.02,Low Risk (<30%),0-3 Months (High Risk)
9.0,16.0,4,Mobile Phone,3,Single,2,0,0.0,112.0,0,6-24 Months (Regular),Moderate,Active,270.0,0.19,Low Risk (<30%),7-12 Months (Moderate)
28.0,10.0,3,Laptop & Accessory,3,Divorced,1,1,2.0,140.35,0,24+ Months (Loyal),Near,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
6.0,9.0,4,Mobile Phone,5,Single,3,0,3.0,149.39,0,0-6 Months (New),Near,Active,180.0,0.02,Low Risk (<30%),4-6 Months (Mid-High)
16.0,19.0,4,Laptop & Accessory,1,Married,5,1,1.0,175.87,0,6-24 Months (Regular),Moderate,Active,480.0,0.07,Low Risk (<30%),12+ Months (Loyal)
0.0,7.0,4,Laptop & Accessory,5,Married,2,0,7.0,197.14,1,0-6 Months (New),Near,Active,0.0,0.91,High Risk (>70%),0-3 Months (High Risk)
5.0,18.0,3,Grocery,5,Single,1,1,14.0,237.579999999999,1,0-6 Months (New),Moderate,Active,150.0,0.69,Medium Risk (30-70%),4-6 Months (Mid-High)
26.0,30.0,1,Fashion,1,Married,4,0,2.0,170.05,0,24+ Months (Loyal),Far,Active,780.0,0.0,Low Risk (<30%),12+ Months (Loyal)
26.0,13.0,3,Others,3,Married,4,0,7.0,286.06,0,24+ Months (Loyal),Moderate,Active,780.0,0.0,Low Risk (<30%),12+ Months (Loyal)
5.0,11.0,3,Mobile Phone,4,Single,3,0,7.0,127.18,0,0-6 Months (New),Moderate,Active,150.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
9.0,7.0,3,Mobile Phone,3,Married,1,0,3.0,120.639999999999,0,6-24 Months (Regular),Near,Active,270.0,0.06,Low Risk (<30%),7-12 Months (Moderate)
0.0,14.0,5,Mobile Phone,5,Single,1,0,0.0,123.25,1,0-6 Months (New),Moderate,Active,0.0,0.87,High Risk (>70%),0-3 Months (High Risk)
0.0,11.0,4,Fashion,1,Married,2,1,3.0,228.079999999999,0,0-6 Months (New),Moderate,Active,0.0,0.1,Low Risk (<30%),0-3 Months (High Risk)
13.0,29.0,4,Fashion,5,Single,3,1,9.0,233.8,0,6-24 Months (Regular),Far,Active,390.0,0.04,Low Risk (<30%),12+ Months (Loyal)
1.0,12.0,4,Mobile Phone,5,Single,3,1,3.0,148.8,0,0-6 Months (New),Moderate,Active,30.0,0.13,Low Risk (<30%),0-3 Months (High Risk)
21.0,6.0,4,Others,2,Single,7,0,0.0,282.65,0,6-24 Months (Regular),Near,Active,630.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,6.0,3,Mobile Phone,3,Single,1,1,2.0,121.539999999999,0,6-24 Months (Regular),Near,Active,270.0,0.36,Medium Risk (30-70%),7-12 Months (Moderate)
1.0,18.0,4,Mobile Phone,4,Divorced,3,0,3.0,147.44,0,0-6 Months (New),Moderate,Active,30.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
22.0,8.0,5,Others,1,Single,8,0,1.0,307.65,0,6-24 Months (Regular),Near,Active,660.0,0.0,Low Risk (<30%),12+ Months (Loyal)
2.0,16.0,4,Mobile Phone,2,Divorced,3,0,5.0,145.7,0,0-6 Months (New),Moderate,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
9.0,28.0,5,Mobile Phone,3,Married,2,0,0.0,115.55,1,6-24 Months (Regular),Far,Active,270.0,0.82,High Risk (>70%),7-12 Months (Moderate)
9.0,19.0,3,Mobile Phone,4,Divorced,2,0,0.0,120.33,0,6-24 Months (Regular),Moderate,Active,270.0,0.26,Low Risk (<30%),7-12 Months (Moderate)
9.0,23.0,4,Mobile Phone,4,Divorced,2,0,0.0,121.27,0,6-24 Months (Regular),Far,Active,270.0,0.05,Low Risk (<30%),7-12 Months (Moderate)
1.0,7.0,4,Laptop & Accessory,3,Divorced,3,0,8.0,177.96,0,0-6 Months (New),Near,Active,30.0,0.09,Low Risk (<30%),0-3 Months (High Risk)
15.0,14.0,3,Mobile Phone,5,Married,4,0,2.0,125.759999999999,0,6-24 Months (Regular),Moderate,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
12.0,7.0,5,Fashion,3,Single,11,1,1.0,178.81,1,6-24 Months (Regular),Near,Active,360.0,0.61,Medium Risk (30-70%),7-12 Months (Moderate)
3.0,35.0,5,Mobile Phone,5,Single,3,0,5.0,162.85,0,0-6 Months (New),Far,Active,90.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
3.0,20.0,5,Laptop & Accessory,4,Married,6,1,4.0,165.25,0,0-6 Months (New),Moderate,Active,90.0,0.04,Low Risk (<30%),0-3 Months (High Risk)
17.0,13.0,3,Others,1,Married,1,1,10.0,290.49,0,6-24 Months (Regular),Moderate,Active,510.0,0.02,Low Risk (<30%),12+ Months (Loyal)
0.0,14.0,3,Mobile Phone,1,Single,2,0,7.0,125.699999999999,0,0-6 Months (New),Moderate,Active,0.0,0.11666666666666665,Low Risk (<30%),0-3 Months (High Risk)
24.0,11.0,4,Others,4,Married,5,0,7.0,316.44,0,6-24 Months (Regular),Moderate,Active,720.0,0.0,Low Risk (<30%),12+ Months (Loyal)
